"category","topic","name","url","media_kind","protocol","format","bitrate","is_live","https","language","country","homepage","source_kind","license_note","notes","confidence","favicon_index","access"
"Radio","General","SRF 4 News","http://stream.srg-ssr.ch/m/drs4news/mp3_128","AUDIO","ICECAST","mp3","128","true","false","german","CH","https://www.srf.ch/radio-srf-4-news","PUBLIC_BROADCASTER","SRG SSR Swiss public-service broadcaster, official stream; radio-browser community DB, publicly listed free stream","Swiss public news radio. Same host as SRF 3 but distinct SRG public channel - kept for diversity.","high","77",""
"Radio","Jazz","# 100 GREATEST JAZZ LOUNGE BAR","https://cast1.torontocast.com:4640/stream","AUDIO","ICECAST","mp3","192","true","true","english","CA","https://100-greatest-network.torontocast.stream/","COMMUNITY","radio-browser community DB, publicly listed free stream","Jazz lounge bar selection; torontocast cast1 host on port 4640 (distinct mount from A Mississippi Blues at 4450).","medium","78",""
"Radio","Jazz","1-NRK Jazz","http://cdn0-47115-liveicecast0.dna.contentdelivery.net/jazz_mp3_h","AUDIO","ICECAST","mp3","192","true","false","norwegian","NO","https://radio.nrk.no/direkte/jazz","PUBLIC_BROADCASTER","NRK (Norwegian public broadcaster) jazz channel open MP3; listed in radio-browser community DB","NRK Jazz - Norwegian public broadcaster, 192k.","high","79",""
"Radio","Jazz","100% ACID JAZZ","https://mpc1.mediacp.eu:8356/stream","AUDIO","ICECAST","mp3","128","true","true","english","CA","https://radiosuitenetwork.torontocast.stream/100-acid-jazz/","COMMUNITY","radio-browser community DB, publicly listed free stream","Acid jazz channel, mediacp host.","high","",""
"Radio","Jazz","101 SMOOTH JAZZ","http://jking.cdnstream1.com/b22139_128mp3","AUDIO","ICECAST","mp3","128","true","false","english","US","http://101smoothjazz.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Smooth jazz; .m3u resolved to underlying cdnstream1 MP3. Top click-count in tag=jazz.","high","80",""
"Radio","Jazz","A MISSISSIPPI BLUES","https://cast1.torontocast.com:4450/;?type=http","AUDIO","ICECAST","mp3","320","true","true","english","CA","https://radiosuitenetwork.torontocast.stream/amississippiblues/","COMMUNITY","radio-browser community DB, publicly listed free stream","Blues/jazz-adjacent, 320k. Dropped volatile nocache query param from URL. Same physical host as Jazz Lounge Bar but different port/mount.","medium","",""
"Radio","Jazz","ABC Jazz","https://mediaserviceslive.akamaized.net/hls/live/2038319/abcjazz/index.m3u8","AUDIO","HLS","m3u8","","true","true","english","AU","https://www.abc.net.au/jazz/","PUBLIC_RADIO","ABC public broadcaster official live stream","Australian ABC Jazz audio stream.","high","81",""
"Radio","Jazz","Adroit Jazz Underground","https://icecast.walmradio.com:8443/jazz","AUDIO","ICECAST","mp3","320","true","true","english","US","https://walmradio.com/jazz","COMMUNITY","radio-browser community DB, publicly listed free stream","WALM Radio underground/modern jazz, 320k MP3.","high","",""
"Radio","Jazz","Adroit Jazz Underground HD Opus","https://icecast.walmradio.com:8443/jazz_opus","AUDIO","PROGRESSIVE","opus","192","true","true","english","US","https://walmradio.com/jazz","COMMUNITY","radio-browser community DB, publicly listed free stream","Opus-in-Ogg HD variant of WALM jazz; codec reported OGG, container Ogg/Opus. Kept for format diversity.","medium","",""
"Radio","Jazz","Bossa Jazz Brasil","https://centova5.transmissaodigital.com:20104/live","AUDIO","ICECAST","aac+","64","true","true","brazilian portuguese","BR","https://bossajazzbrasil.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Bossa nova / Brazilian jazz, AAC+ 64k.","high","82",""
"Radio","Jazz","FIP Jazz","http://icecast.radiofrance.fr/fipjazz-hifi.aac","AUDIO","ICECAST","aac","192","true","false","french","FR","https://www.fip.fr/jazz/webradio","PUBLIC_BROADCASTER","Radio France (public-service broadcaster) open HiFi AAC webradio; also listed in radio-browser community DB","FIP Jazz - Radio France public broadcaster, 192k AAC HiFi.","high","83",""
"Radio","Jazz","Instrumental Jazz (Jazz FM RU)","https://jfm1.hostingradio.ru:14536/ijstream.mp3","AUDIO","ICECAST","mp3","128","true","true","russian","RU","https://radiojazzfm.ru/","COMMUNITY","radio-browser community DB, publicly listed free stream","Instrumental jazz channel from Radio Jazz FM (RU).","high","84",""
"Radio","Jazz","Jazz Radio","http://jazzradio.ice.infomaniak.ch/jazzradio-high.mp3","AUDIO","ICECAST","mp3","192","true","false","french","FR","http://www.jazzradio.fr/","COMMUNITY","radio-browser community DB, publicly listed free stream","Jazz Radio (FR) main channel, 192k. Distinct infomaniak host from Blues channel.","high","85",""
"Radio","Jazz","Jazz Radio Blues","http://jazzblues.ice.infomaniak.ch/jazzblues-high.mp3","AUDIO","ICECAST","mp3","128","true","false","french","FR","http://www.jazzradio.fr/radio/webradio/3/blues","COMMUNITY","radio-browser community DB, publicly listed free stream","Jazz Radio (FR) Blues webradio.","high","86",""
"Radio","Jazz","Jazz Radio Classic Jazz","http://jazz-wr01.ice.infomaniak.ch/jazz-wr01-128.mp3","AUDIO","ICECAST","mp3","128","true","false","french","FR","http://www.jazzradio.fr/radio/webradio/7/classic-jazz","COMMUNITY","radio-browser community DB, publicly listed free stream","Classic-jazz webradio, distinct jazz-wr01 host.","high","87",""
"Radio","Jazz","Jazz Sakura (Asia DREAM Radio)","http://kathy.torontocast.com:3330/stream/1/?esPlayer&cb=82181.mp3","AUDIO","ICECAST","mp3","128","true","false","japanese","JP","https://asiadreamradio.torontocast.stream/stations/en/index.html","COMMUNITY","radio-browser community DB, publicly listed free stream","Japanese jazz (Jazz Sakura). torontocast host on port 3330.","high","88",""
"Radio","Jazz","Jazz24","https://knkx-live-a.edge.audiocdn.com/6285_256k","AUDIO","ICECAST","aac","256","true","true","english","US","https://www.jazz24.org","PUBLIC_RADIO","KNKX public radio service, official direct stream URL","Legendary 24/7 jazz station from Seattle/Tacoma, 256k AAC high quality.","high","89",""
"Radio","Jazz","Musica Jazz Radio","http://ice03.fluidstream.net/mjr.aac","AUDIO","ICECAST","aac","128","true","false","italian","IT","https://www.musicajazz.it/","COMMUNITY","radio-browser community DB, publicly listed free stream","Italian jazz (Musica Jazz magazine radio), 128k AAC.","high","90",""
"Radio","Jazz","NPO Radio 2 Soul & Jazz","http://icecast.omroep.nl/radio6-bb-mp3","AUDIO","ICECAST","mp3","192","true","false","dutch","NL","http://www.nposoulenjazz.nl/","PUBLIC_BROADCASTER","NPO (Dutch public broadcaster) Soul & Jazz channel open MP3; listed in radio-browser community DB","NPO Soul & Jazz - Dutch public broadcaster, 192k.","high","91",""
"Radio","Jazz","RADIO NOVA (Novazz)","https://novazz.ice.infomaniak.ch/novazz-128.mp3","AUDIO","ICECAST","mp3","128","true","true","french","FR","https://www.nova.fr/","COMMUNITY","radio-browser community DB, publicly listed free stream","Radio Nova jazz webradio (novazz). Distinct infomaniak host.","high","92",""
"Radio","Jazz","Radio Swiss Jazz","http://stream.srg-ssr.ch/m/rsj/mp3_128","AUDIO","ICECAST","mp3","128","true","false","","CH","http://www.radioswissjazz.ch/","PUBLIC_BROADCASTER","SRG SSR (Swiss public broadcaster) open MP3 stream; also listed in radio-browser community DB","Radio Swiss Jazz - SRG SSR public broadcaster.","high","93",""
"Radio","Jazz","SMOOTH JAZZ 24/7","http://jking.cdnstream1.com/b75154_128mp3","AUDIO","ICECAST","mp3","128","true","false","english","US","http://www.smoothjazz247.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Smooth Jazz 24/7; .m3u resolved to cdnstream1 MP3. Shares cdnstream1 host with 101 Smooth Jazz but distinct mount; kept for smooth-jazz coverage.","medium","",""
"Radio","Jazz","SmoothJazz.com.pl 320k MP3","https://bcast.vigormultimedia.com:48888/sjcompl320mp3","AUDIO","ICECAST","mp3","320","true","true","","PL","https://www.smoothjazz.com.pl/","COMMUNITY","radio-browser community DB, publicly listed free stream","Polish smooth jazz, 320k MP3.","high","94",""
"Radio","Jazz","SomaFM Secret Agent (128k MP3)","https://ice6.somafm.com/secretagent-128-mp3","AUDIO","ICECAST","mp3","128","true","true","english","US","https://somafm.com/secretagent/","COMMUNITY","SomaFM listener-supported free non-commercial radio; .pls resolved to ice6 MP3 stream","SomaFM Secret Agent - spy-jazz/lounge/exotica. Resolved from .pls.","high","",""
"Radio","Jazz","Vermont Public Jazz Stream","https://vpr.streamguys1.com/vprjazz64.aac","AUDIO","ICECAST","aac","64","true","true","english","US","https://www.vermontpublic.org/vermont-public-jazz-stream","PUBLIC_RADIO","Vermont Public official jazz stream","Official Vermont Public Jazz stream.","high","95",""
"Radio","Jazz","WBGO Jazz 88.3 FM","https://ais-sa8.cdnstream1.com/3629_128.mp3","AUDIO","ICECAST","mp3","128","true","true","english","US","https://www.wbgo.org/","PUBLIC_RADIO","WBGO public radio jazz station, freely published web stream","Public radio jazz stream from WBGO.","medium","96",""
"Radio","Lo-fi","[laut.fm] lofi","https://stream.laut.fm/lofi","AUDIO","ICECAST","mp3","128","true","true","","DE","https://laut.fm/","COMMUNITY","radio-browser community DB, publicly listed free stream","Dedicated laut.fm lofi channel; non-lofi laut.fm stations on same platform excluded.","high","97",""
"Radio","Lo-fi","0R - LO-FI","https://0nlineradio.radioho.st/0r-lo-fi?ref=radio-browser26","AUDIO","ICECAST","mp3","192","true","true","german","DE","https://plus.rm.fm/","COMMUNITY","radio-browser community DB, publicly listed free stream","Name shortened from a very long descriptive title; 192 kbps mp3.","high","",""
"Radio","Lo-fi","BGMVibes","https://radio.sutekihost.com/listen/bgmvibes/radio.mp3","AUDIO","ICECAST","mp3","128","true","true","english","US","https://discord.gg/fdrYr2nQGY","COMMUNITY","radio-browser community DB, publicly listed free stream","Background-music/study lofi channel.","high","98",""
"Radio","Lo-fi","Box Lofi Radio","https://stream.zeno.fm/tabzverz0fctv","AUDIO","ICECAST","mp3","0","true","true","","GH","https://zeno.fm/radio/box-lofi-radio-utqz/","COMMUNITY","radio-browser community DB, publicly listed free stream","Zeno.fm host kept once for diversity; bitrate unknown in API.","high","99",""
"Radio","Lo-fi","FMV FIT Radio Focus","https://radio.webicdp.com/listen/fmvfitradiofocus/radio.mp3","AUDIO","ICECAST","mp3","192","true","true","english","RO","https://fmvfitradio.webicdp.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Focus/study-oriented; 192 kbps mp3.","high","",""
"Radio","Lo-fi","france info (lofi)","http://direct.franceinfo.fr/live/franceinfo-lofi.mp3","AUDIO","ICECAST","mp3","32","true","false","french","FR","http://direct.franceinfo.fr/","COMMUNITY","radio-browser community DB, publicly listed free stream; France Info is a French public-service broadcaster low-bitrate feed","Public broadcaster low-fi feed; tagged lofi in community DB.","high","",""
"Radio","Lo-fi","Hotmix Lo-Fi","https://streaming.hotmixradio.com/hotmix-lofi-en-mp3","AUDIO","ICECAST","mp3","128","true","true","","FR","https://hotmixradio.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Clean mp3 endpoint kept (provider=radiobrowser query variant dropped as duplicate host).","high","",""
"Radio","Lo-fi","Hunter.FM Lo-Fi","https://live.hunter.fm/lofi_normal","AUDIO","ICECAST","aac","0","true","true","","BR","https://hunter.fm/lofi/","COMMUNITY","radio-browser community DB, publicly listed free stream","Brazilian lofi channel; AAC. Duplicate 'high' variant on same host dropped.","high","100",""
"Radio","Lo-fi","I Love Music - I Love Chillhop","https://ilm.stream35.radiohost.de/ilm_ilovechillhop_mp3-192?upd-meta&upd-scheme=https","AUDIO","ICECAST","mp3","192","true","true","german","DE","https://www.ilovemusic.de/ilovechillhop/","COMMUNITY","radio-browser community DB, publicly listed free stream","Resolved from streams.ilovemusic.de redirect; trimmed expiring _art token from url_resolved query.","high","101",""
"Radio","Lo-fi","ISEKOI Radio | Chill Zone","https://public.isekoi-radio.com/listen/chill/radio.mp3","AUDIO","ICECAST","mp3","0","true","true","","FR","https://isekoi-radio.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","MP3 endpoint kept; FLAC variant on same host dropped as duplicate.","high","102",""
"Radio","Lo-fi","LITT Live - Lofi - Chill & Instrumental Jazz Beats","https://das-sa39.cdnstream1.com/5582_128","AUDIO","ICECAST","mp3","128","true","true","english","US","https://littlive.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Lofi/instrumental jazz beats; study-oriented.","high","103",""
"Radio","Lo-fi","lofi (101.ru)","https://pub0202.101.ru:8443/stream/pro/aac/64/358","AUDIO","ICECAST","aac+","64","true","true","russian","RU","https://pub0202.101.ru/","COMMUNITY","radio-browser community DB, publicly listed free stream","101.ru lofi channel; AAC+ 64 kbps. Trailing empty query stripped.","high","",""
"Radio","Lo-fi","Lofi 24/7","http://usa9.fastcast4u.com/proxy/jamz?mp=/1","AUDIO","ICECAST","mp3","128","true","false","","US","https://lofi247.com/","COMMUNITY","radio-browser community DB, publicly listed free stream","Most-clicked lofi station in the feed (clickcount 40).","high","",""
"Radio","Lo-fi","Low Key - Infinite Mixtapes | NTS","https://stream-mixtape-geo.ntslive.net/mixtape2","AUDIO","ICECAST","mp3","0","true","true","","GB","https://www.nts.live/infinite-mixtapes","COMMUNITY","radio-browser community DB, publicly listed free, ad-free NTS infinite mixtape stream","NTS Low Key infinite mixtape; curated lofi/downtempo, well-known and stable.","high","104",""
"Radio","Lo-fi","MoE Lofi","http://stream.zeno.fm/3u1qndyk8rhvv","AUDIO","ICECAST","mp3","0","true","false","english","GB","https://zeno.fm/radio/moe-lofi/","COMMUNITY","radio-browser community DB, publicly listed free stream","Second Zeno.fm channel retained for distinct station identity.","high","105",""
